place_id,name,vicinity,rating,user_ratings_total,business_status,phone,website,address
ChIJW9MyXeOZToYR8gwWSwYY1rw,Metro Air Conditioning Heating & Services,"126 W Illinois Ave, Dallas",4.8,316,OPERATIONAL,(214) 304-7658,https://www.metroacs.com/,"126 W Illinois Ave, Dallas, TX 75224, USA"
ChIJvSSB1yGOToYRNKBgAGCgjYc,Norman Aire Services,"1126 S Cedar Ridge Dr #119, Duncanville",4.9,330,OPERATIONAL,(972) 230-8497,https://www.normanaire.com/,"1126 S Cedar Ridge Dr #119, Duncanville, TX 75137, USA"
ChIJx4C5x0OhToYRjJs7BQD4Mvc,Serveway Heating and Air Conditioning,"10120 Cayuga Dr Suite 107, Dallas",4.9,366,OPERATIONAL,(469) 231-9379,https://www.servewayhvac.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"10120 Cayuga Dr Suite 107, Dallas, TX 75228, USA"
ChIJG8TMv8yZToYR0xe7HV3rvYs,Alpha Heating & Cooling Llc. HVAC Dallas,"1910 Pacific Ave Suite #12000 Floor 12, Dallas",5.0,105,OPERATIONAL,(214) 945-8799,https://alphahvac.site/,"1910 Pacific Ave Suite #12000 Floor 12, Dallas, TX 75201, USA"
ChIJ2VdwsRyjToYRCCIJ0S5sa_0,Absolute Comfort Mechanical LLC,"4617 S Buckner Blvd Suite H, Dallas",5.0,48,OPERATIONAL,(214) 900-2533,http://absolutecomfortmechanical.com/,"4617 S Buckner Blvd Suite H, Dallas, TX 75227, USA"
ChIJWXaMEWanToYR3h1X1okH0ZM,Conover Heating & Air,"4200 Gus Thomasson Rd Suite 114, Mesquite",5.0,161,OPERATIONAL,(214) 361-9630,https://conoverair.com/?utm_source=GBP&utm_medium=organic,"4200 Gus Thomasson Rd Suite 114, Mesquite, TX 75150, USA"
ChIJ4_WQ2B6DToYREL6OrmpfWnc,Aval Ac & Heating Inc,"723 N Britain Rd, Irving",4.9,80,OPERATIONAL,(214) 617-8060,https://www.aval-air.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"723 N Britain Rd, Irving, TX 75061, USA"
ChIJx5LaT4KgToYRFf6UvMq2D4w,Quality 1 Energy Systems Heating & Air Conditioning,"10870 Plano Rd C, Dallas",4.9,340,OPERATIONAL,(214) 698-2731,https://www.q1es.com/,"10870 Plano Rd C, Dallas, TX 75238, USA"
ChIJVx6j_BhfXIYRM0N1RTQcm8A,All About Air Conditioning & Heating LLC,"1118 Waverly Ave, San Antonio",5.0,257,OPERATIONAL,(210) 791-6906,https://allaboutacandheating.com/,"1118 Waverly Ave, San Antonio, TX 78201, USA"
ChIJgSZrHvSLXIYRCw8TLshe4os,Tri-City A/C & Heating,"9111 Broadway, San Antonio",5.0,207,OPERATIONAL,(210) 825-0194,https://www.tri-cityac.com/,"9111 Broadway, San Antonio, TX 78217, USA"
ChIJxW_ukO77XIYRnAQPfUTkBmI,Freedom Air Repair,"6690 Dan Rd, San Antonio",4.9,176,OPERATIONAL,(210) 899-5868,http://www.freedomairrepair.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB%20Listing,"6690 Dan Rd, San Antonio, TX 78223, USA"
ChIJjZee_BtnXIYRX5VI0waSwxo,Blueline Heating & Air Conditioning LLC,"401 Isom Rd #540, San Antonio",5.0,314,OPERATIONAL,(210) 686-5500,https://bluelineac.net/,"401 Isom Rd #540, San Antonio, TX 78216, USA"
ChIJo1aazvOLXIYR7nWN7UaDse8,One Hour Heating & Air Conditioning,"10812 Hillpoint Dr, San Antonio",5.0,152,OPERATIONAL,(210) 588-0555,https://www.onehourheatandair.com/san-antonio-north/?utm_source=gbp&utm_medium=paid&utm_campaign=1seo_gbp,"10812 Hillpoint Dr, San Antonio, TX 78217, USA"
ChIJQ8OHgjxgXIYRbhZcl5BPbNI,Mr. Wilson Heating & Air Conditioning,"219 W Rhapsody Dr, San Antonio",4.9,398,OPERATIONAL,(210) 308-9866,https://www.mrwilsonair.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"219 W Rhapsody Dr, San Antonio, TX 78216, USA"
ChIJF0drvwpeXIYRDfMYSmENh6w,AC Doctors,"7726 Montego Rd, San Antonio",4.9,265,OPERATIONAL,(210) 543-2237,http://www.acdoctorstx.com/,"7726 Montego Rd, San Antonio, TX 78250, USA"
ChIJP2a9VdX5XIYRHgFv6pK8fRw,Sherlock Homes AC/Heating & Air,"309 Zephyr Dr, Windcrest",4.9,181,OPERATIONAL,(210) 633-4775,http://sherlockhomesac.tech/,"309 Zephyr Dr, Windcrest, TX 78239, USA"
ChIJq6reBaj3XIYR25O2RQKKQ_E,Premier PROS Plumbing & HVAC,"2511 S WW White Rd #102, San Antonio",4.9,498,OPERATIONAL,(210) 879-1754,https://premierpros.us/?utm_campaign=gmb,"2511 S WW White Rd #102, San Antonio, TX 78222, USA"
ChIJFRuBirhdXIYR0kLd-11iU9k,Ike's Air Conditioning Inc.,"5407 Bandera Rd #109, San Antonio",4.8,291,OPERATIONAL,(210) 680-1234,https://www.ikesair.com/,"5407 Bandera Rd #109, San Antonio, TX 78238, USA"
ChIJ-UtlRl5bXIYRawA0X69wBdE,Gabe's Priority AC Service,"252 Durant St, San Antonio",5.0,315,OPERATIONAL,(210) 430-9300,http://gabespriorityac.com/,"252 Durant St, San Antonio, TX 78237, USA"
ChIJX1G5L3LyXIYR-5rlS8jiHSI,Comfort Techs,"10415 Perrin Beitel Suite 103-B, San Antonio",4.9,327,OPERATIONAL,(210) 920-4645,http://www.comforttechsac.com/,"10415 Perrin Beitel Suite 103-B, San Antonio, TX 78217, USA"
ChIJi0CV9Ju_gAgRKgY9y3gC1LQ,Texas Techs Heating And Air,"11206 Star Vis, San Antonio",5.0,127,OPERATIONAL,(210) 294-4395,https://texastechsheatingandair.com/,"11206 Star Vis, San Antonio, TX 78221, USA"
ChIJYZSLvX6DVoYRlHJCUZH3YMM,Cutting Edge Air Conditioning and Heating,"2449 S Willis St # 203, Abilene",4.9,291,OPERATIONAL,(888) 304-8227,https://www.cuttingedgeair.com/?utm_source=gmb&utm_medium=organic,"2449 S Willis St # 203, Abilene, TX 79605, USA"
ChIJRVJGivKOVoYRKYOZSxRneog,Olympus Electric & Air,"1125 Energy Dr, Abilene",4.9,406,OPERATIONAL,(325) 230-5240,http://olympuselectricandair.com/,"1125 Energy Dr, Abilene, TX 79606, USA"
ChIJkQbuDfCNVoYRLAh0SAAEXMQ,Ace Air Conditioning,"2497 Oak St, Abilene",4.9,54,OPERATIONAL,(325) 268-2897,http://www.aceairconditioningabilene.com/,"2497 Oak St, Abilene, TX 79602, USA"
ChIJB0w2QKeNVoYRv29V5pvnn5g,Anytime Air Conditioning and Heating,"4290 S Treadaway Blvd, Abilene",4.7,52,OPERATIONAL,(325) 232-8220,https://anytimeairtexas.com/,"4290 S Treadaway Blvd, Abilene, TX 79602, USA"
ChIJlxDjwQyNVoYRyT6GY2gdo1A,Mike Tschaar Heating & Air Conditioning,"25 Windmill Cir, Abilene",4.9,92,OPERATIONAL,(325) 691-1795,https://www.westtxcoolguys.com/,"25 Windmill Cir, Abilene, TX 79606, USA"
ChIJX768_f-mV4YRmmOXwTE36u4,"Parsons Heating and Air, Inc.","110 S 11th St, Ballinger",4.5,86,OPERATIONAL,(325) 365-3126,https://parsonsheatingandair.com/,"110 S 11th St, Ballinger, TX 76821, USA"
ChIJEepVcD3CQIYRjooOXE69VmE,Bellaire Air Conditioning,"5414 Ashbrook Dr, Houston",4.9,403,OPERATIONAL,(713) 428-2279,https://www.bellaireair.com/?utm_source=google&utm_medium=organic&utm_term=gbp,"5414 Ashbrook Dr, Houston, TX 77081, USA"
ChIJx8Pr7WmhQIYRXov1RAgC5U0,Du-West Air Conditioning,"510 Pasadena Fwy, Pasadena",5.0,145,OPERATIONAL,(713) 475-0004,https://www.du-west.com/ac-and-heating?utm_source=gbp&utm_medium=organic,"510 Pasadena Fwy, Pasadena, TX 77506, USA"
ChIJlfAYvV6_QIYRkfOWNcGI130,AAD Heating & Air Conditioning,"440 Louisiana St, Houston",5.0,45,OPERATIONAL,(713) 379-1862,https://aadheatingairconditioning.xyz/,"440 Louisiana St, Houston, TX 77002, USA"
ChIJH7heewrPQIYRvwoatsEzkQg,Air Star Now,"6607 Flintlock Rd, Houston",5.0,418,OPERATIONAL,(713) 597-4457,https://www.airstarnow.com/,"6607 Flintlock Rd, Houston, TX 77040, USA"
ChIJey2zp1vqQIYRLfg1xN_nZ_E,Geo Contractors LLC,"13221 Player St Unit A, Houston",4.9,214,OPERATIONAL,(713) 729-2665,http://geocontractorsllc.com/,"13221 Player St Unit A, Houston, TX 77045, USA"
ChIJHbpVpeq4QIYRyGn6l8eeiso,"Master AC and Heat, LLC- The Heights","2607 North Fwy, Houston",4.8,164,OPERATIONAL,(713) 750-9769,http://masteracandheat.com/,"2607 North Fwy, Houston, TX 77009, USA"
ChIJXRofe_zDQIYR2lK0EzCwVqw,Hage Energy,"5773 Woodway Dr # 217, Houston",5.0,202,OPERATIONAL,(713) 560-0600,https://www.hagenrg.com/,"5773 Woodway Dr # 217, Houston, TX 77057, USA"
ChIJO9YkMH7HQIYR5HEpjdEO2nk,Gilbert's Air Specialists,"710 N Post Oak Rd Suite 400, Houston",4.7,171,OPERATIONAL,(713) 242-1368,http://www.gilbertsac.com/?utm_campaign=gmb,"710 N Post Oak Rd Suite 400, Houston, TX 77024, USA"
ChIJv-Dq0-iVQIYRpNMdbvRcWn0,Blueleaf Air Conditioning & Heating,"5503 Almeda Rd, Houston",4.7,89,OPERATIONAL,(713) 295-9728,https://callblueleafhvac.com/,"5503 Almeda Rd, Houston, TX 77004, USA"
ChIJG1ASs2StQIYR2wTQ7PeDlgw,Vibrant Mechanical,"3101 San Jacinto St, Houston",5.0,144,OPERATIONAL,(281) 436-9758,https://vibrantmechanical.com/,"3101 San Jacinto St, Houston, TX 77004, USA"
ChIJjd6Bde3bQIYRUFVogJSDdLc,Aire Serv of Central & West Houston,"3100 Weslayan St Suite 232, Houston",4.9,192,OPERATIONAL,(832) 432-7888,https://aireserv.com/central-west-houston/?cid=LSTL_ASV-US000187&utm_source=gmb&utm_campaign=local&utm_medium=organic,"3100 Weslayan St Suite 232, Houston, TX 77027, USA"
ChIJAQBVwCzrQIYRbUURglQ2G4I,PowerPro HVAC & Electric,"909 Fannin St, Houston",4.9,58,OPERATIONAL,(832) 225-6828,https://www.powerprotx.com/,"909 Fannin St, Houston, TX 77047, USA"
ChIJK3r5-BDHQIYRKOziRZamVEs,Revolution Air,"1300 W 19th St #7827, Houston",4.8,124,OPERATIONAL,(713) 213-4966,http://www.revairtx.com/,"1300 W 19th St #7827, Houston, TX 77008, USA"
ChIJQ7J0M-DFQIYRskiRnGaPwQE,Luke's Plumbing & Air Conditioning,"3548 E T C Jester Blvd, Houston",4.8,243,OPERATIONAL,(713) 728-6761,https://calllukes.com/?utm_source=google&utm_medium=gbp,"3548 E T C Jester Blvd, Houston, TX 77018, USA"
ChIJTboEE5HHQIYRC3kz8bbHJqs,Central City Air,"520 Thornton Rd, Houston",4.9,294,OPERATIONAL,(713) 861-1977,https://centralcityair.com/,"520 Thornton Rd, Houston, TX 77018, USA"
ChIJ0blbfGfGX2QR9ubKBrKINzw,RedHome HVAC Services,"1306 E 7th St FL 3, Austin",5.0,173,OPERATIONAL,(512) 402-7277,https://redhome.io/,"1306 E 7th St FL 3, Austin, TX 78702, USA"
ChIJRer49QW_a6sR8lWklekD02A,"Frostymist Air Conditioning & Heating, LLC","4615 Borage Dr, Austin",4.9,171,OPERATIONAL,(512) 963-0376,http://www.frostymist.com/,"4615 Borage Dr, Austin, TX 78744, USA"
ChIJy8wTVqu1RIYR_p7DKQjEcgk,Cool Champs Inc.,"5214 Burleson Rd STE 509, Austin",5.0,57,OPERATIONAL,(512) 568-6927,http://www.coolchamps.com/,"5214 Burleson Rd STE 509, Austin, TX 78744, USA"
ChIJqzg87alNW4YRUGTVTGlg1XQ,City Wide Services,"8201 Longview Rd, Austin",4.9,45,OPERATIONAL,(512) 623-1759,https://citywideaustin.com/,"8201 Longview Rd, Austin, TX 78745, USA"
ChIJ-adxPFbLRIYRy1wNcEQz-Xc,"Turbo Plumbing , Air Conditioning, Electrical & HVAC Repair Services Austin","3810 Speedway, Austin",4.8,34,OPERATIONAL,(512) 553-4999,https://turbohomeservices.com/,"3810 Speedway, Austin, TX 78751, USA"
ChIJnelXNQzLRIYRzYMx9JNPGEs,One Hour Heating & Air Conditioning® of West Austin,"5900 Balcones Dr Ste 150, Austin",4.9,53,OPERATIONAL,(512) 672-6536,https://onehouraircentraltexas.com/,"5900 Balcones Dr Ste 150, Austin, TX 78731, USA"
ChIJF-bcOMOzRIYRCnxAQfZUoY4,Altabra Air Conditioning,"7000 N Mopac Expy suite 200-2075, Austin",5.0,134,OPERATIONAL,(512) 822-9654,https://www.altabra-cooling.com/,"7000 N Mopac Expy suite 200-2075, Austin, TX 78731, USA"
ChIJSVYUuS_PRIYR3w9gar9ynIQ,Blue Sky Heating and Air,"5900 Balcones Dr STE 5090, Austin",4.7,388,OPERATIONAL,(512) 222-6666,https://blueskyheatingandair.net/,"5900 Balcones Dr STE 5090, Austin, TX 78731, USA"
ChIJ0448j4QMToYRPa-ngQizuzA,Fort Worth Air Conditioning Co. Inc.,"9105 White Settlement Rd, Fort Worth",4.9,449,OPERATIONAL,(817) 367-6000,https://fortworth-air.com/,"9105 White Settlement Rd, Fort Worth, TX 76108, USA"
ChIJE6DWTMV5ToYR3746Rw_AnWc,Malcolm's Heating & Air,"3416 Wendell Dr, North Richland Hills",5.0,202,OPERATIONAL,(817) 333-7310,https://www.malcolmsheatingandair.com/,"3416 Wendell Dr, North Richland Hills, TX 76117, USA"
ChIJ10J2Hv5VA44RNLs5C_qcJPk,My HVAC Guy LLC,"5140 Mirror Lake Dr, Haltom City",5.0,49,OPERATIONAL,(817) 217-3120,https://www.myhvacguytx.com/,"5140 Mirror Lake Dr, Haltom City, TX 76117, USA"
ChIJsfBaPWV5ToYR8o7N5QZel2s,Air Motions,"2556 Gravel Dr, Fort Worth",4.9,92,OPERATIONAL,(214) 903-4608,https://airmotionshvac.com/,"2556 Gravel Dr, Fort Worth, TX 76118, USA"
ChIJ58D8XEZ1ToYRLJcUlQO0pFE,"NSG Heating and Air Specialists, LLC","6321 Redeagle Creek Dr, Fort Worth",5.0,344,OPERATIONAL,(817) 993-4822,https://www.nsgair.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"6321 Redeagle Creek Dr, Fort Worth, TX 76179, USA"
ChIJVUJAMgkMToYRjlP2UYPTqDc,Dub's Heating and Air,"501 Crandle Dr, White Settlement",5.0,337,OPERATIONAL,(817) 845-1002,http://www.dubsheatingandair.com/,"501 Crandle Dr, White Settlement, TX 76108, USA"
ChIJCQh7s6MMToYRFz1_cT4dHWk,West-O-Plex AC Repair,"8125 White Settlement Rd, Fort Worth",4.9,103,OPERATIONAL,(817) 244-2511,https://www.west-o-plex-ac.com/?utm_campaign=gmb,"8125 White Settlement Rd, Fort Worth, TX 76108, USA"
ChIJDfWvZcJ3ToYRlSWQ240-r8A,AC Genius AC Repair & Service,"5208 Airport Fwy Suite #210-11, Fort Worth",4.9,480,OPERATIONAL,(817) 341-5160,http://www.acgenius.com/,"5208 Airport Fwy Suite #210-11, Fort Worth, TX 76117, USA"
ChIJ_ceAhzJ7ToYReSuhceXo9vQ,A1 Aaron’s Air conditioning & Heating llc,"5115 Pinson St, Fort Worth",4.9,39,OPERATIONAL,(817) 818-0871,https://a1aarons.com/,"5115 Pinson St, Fort Worth, TX 76105, USA"
ChIJ5zBYfOjfTYYR6-cjH0CDuw4,Hawk Plumbing Heating & Air Conditioning,"8506 Spring St, Fort Worth",4.9,346,OPERATIONAL,(817) 236-8482,https://hawkphac.com/,"8506 Spring St, Fort Worth, TX 76179, USA"
ChIJN8MfEfZ-ToYR7uQ2oSOi4XY,Air Worth Heating & Cooling,"6101 Huddleston St, Haltom City",5.0,461,OPERATIONAL,(817) 264-7732,https://airworthac.com/,"6101 Huddleston St, Haltom City, TX 76137, USA"
ChIJeXwrlPd5ToYRed63VOmt7g4,Honest Abe Comfort Solutions,"7101 Payte Ln, North Richland Hills",4.9,394,OPERATIONAL,(682) 297-4010,https://honestabeservices.com/,"7101 Payte Ln, North Richland Hills, TX 76182, USA"
ChIJM1-u1gx9ToYRc-S7-S_dnh0,Texas Choice Heating And Air,"2900 W Park Row Dr Suite F, Pantego",4.9,230,OPERATIONAL,(469) 213-7527,https://texaschoicehvac.com/,"2900 W Park Row Dr Suite F, Pantego, TX 76013, USA"
ChIJ4QjFOYgtTIYR-9T-PaCcSDU,Ashford Mechanical,"3117 Hazlewood Ct, Bedford",4.9,99,OPERATIONAL,(469) 444-0628,https://www.ashfordmechanical.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,"3117 Hazlewood Ct, Bedford, TX 76021, USA"
ChIJAQAEC3piToYRZFJoTY7IHJs,NewRise Heating & Cooling,"1003 Enterprise Pl #101, Arlington",4.9,347,OPERATIONAL,(469) 579-9110,https://newrisehvac.com/,"1003 Enterprise Pl #101, Arlington, TX 76001, USA"
ChIJpTYiGxh9ToYRTcOpfDB6vn4,Superior AC & Heat,"613 W Main St Ste 303, Arlington",4.9,174,OPERATIONAL,(817) 701-6748,https://www.superioracnheat.com/,"613 W Main St Ste 303, Arlington, TX 76010, USA"
ChIJ6VuSETFR54YR49F7bN2y-rk,Strauss Heating and Air Conditioning Inc.,"p.o. box 641155, El Paso",4.8,132,OPERATIONAL,(915) 383-2177,https://strausshvac.com/,"p.o. box 641155, El Paso, TX 79904, USA"
ChIJh6AFltRW54YR_6IH7gKmh3w,"Dynamic Heating & Cooling, Refrigeration","8935 Gateway N Blvd # B4, El Paso",4.7,127,OPERATIONAL,(915) 301-8902,https://dynamicheatingcooling.net/,"8935 Gateway N Blvd # B4, El Paso, TX 79904, USA"
ChIJ67f4qMr53YYRuzU05ezcVzg,TOTAL AIR,"200 E Sunset Rd Suite F, El Paso",4.5,270,OPERATIONAL,(915) 585-0909,https://www.totalairep.com/,"200 E Sunset Rd Suite F, El Paso, TX 79922, USA"
ChIJ_aCffTdb54YRmhTM23gUc9E,Delta T Heating & Cooling,"5821 Ybarra Ct, El Paso",4.5,147,OPERATIONAL,(915) 255-9653,https://www.deltatheatingandcooling.com/,"5821 Ybarra Ct, El Paso, TX 79905, USA"
ChIJp_2ekIFD54YREYs9eX6Gnp0,Ignitify HVAC,"7884 Montecito Rd, El Paso",4.9,450,OPERATIONAL,(915) 539-3040,https://www.ignitifyep.com/,"7884 Montecito Rd, El Paso, TX 79915, USA"
ChIJvxiA35ZB54YRYgndknqf3DY,Chill Pro LLC,"1155 Larry Mahan Dr Suite D, El Paso",4.8,98,OPERATIONAL,(915) 219-1060,https://chillprosolutions.com/,"1155 Larry Mahan Dr Suite D, El Paso, TX 79925, USA"
ChIJCRH88Y9b54YRILrYbOJRoaM,Anchor Air,"7606 Boeing Dr, El Paso",5.0,104,OPERATIONAL,(915) 383-9664,https://www.anchorairelp.com/,"7606 Boeing Dr, El Paso, TX 79925, USA"
ChIJxSwUbOLKUKERyPExXil89b8,Raven Heating and Cooling,"7145 industrial Office 114, El Paso",5.0,58,OPERATIONAL,(915) 301-4603,https://ravenheatingandcooling.com/,"7145 industrial Office 114, El Paso, TX 79915, USA"
ChIJzYDk9nv53YYRfZWjvaK3nDg,Southwest Mechanical Heating Cooling Plumbing,"6820 Industrial Ave, El Paso",4.9,93,OPERATIONAL,(915) 845-9900,https://swmechanicalep.com/,"6820 Industrial Ave, El Paso, TX 79915, USA"
ChIJt3fowlta54YRsCgNnfrzP2o,Diaz Services,"3512 Gtwy Blvd E, El Paso",4.6,209,OPERATIONAL,(915) 822-0039,https://www.diazservicesep.com/,"3512 Gtwy Blvd E, El Paso, TX 79905, USA"
ChIJ4UV3pYRR54YRNN_QmC8qj3c,Barrett Airworks Service Company,"3750 Durazno Ave, El Paso",4.7,97,OPERATIONAL,(915) 591-8457,https://www.coolelpaso.com/,"3750 Durazno Ave, El Paso, TX 79905, USA"
ChIJQUqan8vSeCgR6Ep3CiWfDB8,AR Heating & Cooling,"8204 N Loop Dr, El Paso",4.9,81,OPERATIONAL,(915) 731-9881,http://arheating915.com/,"8204 N Loop Dr, El Paso, TX 79907, USA"
ChIJOa3jxnZd54YR4orArD04pqM,Ep Western Electric inc,"6006 N Mesa St Ste 307, El Paso",4.8,50,OPERATIONAL,(915) 491-1677,http://www.epwesternelectric.com/,"6006 N Mesa St Ste 307, El Paso, TX 79912, USA"
ChIJ6_j5bvVfaIYRC32OBMrZHk4,"Ramco Mechanical, Inc.","241 45th St, Corpus Christi",4.9,223,OPERATIONAL,(361) 356-6002,https://ramcomechanical.com/,"241 45th St, Corpus Christi, TX 78405, USA"
ChIJdSDygW_1aIYRCcS5cofQnHo,Precision Air,"5126 Weber Rd, Corpus Christi",4.7,158,OPERATIONAL,(361) 800-2465,https://www.precisionaircc.com/,"5126 Weber Rd, Corpus Christi, TX 78411, USA"
