"﻿""title""",totalScore,reviewsCount,street,city,state,countryCode,website,phone,categoryName,url
Snow Bear Heat and Air | Air Conditioning | Ac | furnace repair service,4.8,961,5410 Bell St #218,Amarillo,Texas,US,https://snowbearair.com/locations/tx/snow-bear-heat-air-amarillo/,(806) 367-9416,Air conditioning repair service,https://www.google.com/maps/search/?api=1&query=Snow%20Bear%20Heat%20and%20Air%20%7C%20Air%20Conditioning%20%7C%20Ac%20%7C%20furnace%20repair%20service&query_place_id=ChIJLw49DURPAYcRkRbjdSWotEQ
5 Star HVAC Contractors,4.9,1098,3906 Melcer Dr #302,Rowlett,Texas,US,https://5starhvaccontractors.com/,(972) 848-9414,HVAC contractor,https://www.google.com/maps/search/?api=1&query=5%20Star%20HVAC%20Contractors&query_place_id=ChIJabmecnUCTIYRwKZWsPdz1aw
Spencer Air Conditioning & Heating,4.9,1228,2928 W Story Rd,Irving,Texas,US,https://spencerairconditioning.com/?utm_medium=organic&utm_source=google&utm_campaign=gbp,(972) 544-6921,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Spencer%20Air%20Conditioning%20%26%20Heating&query_place_id=ChIJoXhvJhOCToYRaOGtvXHJB3c
Grizzle Heating & Air,4.9,535,112 N 15th St,Canyon,Texas,US,https://www.grizzlehvac.com/?utm_source=organic&utm_medium=website-button&utm_id=google-business-profile,(806) 655-7676,Air conditioning repair service,https://www.google.com/maps/search/?api=1&query=Grizzle%20Heating%20%26%20Air&query_place_id=ChIJ7ZgozntdAYcRboporhiR8-k
"Xtreme Air Services - HVAC, Plumbing, & Electrical",4.8,2312,308 U.S. 80 Frontage Rd,Sunnyvale,Texas,US,https://xtremeairservices.com/,(972) 288-2263,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Xtreme%20Air%20Services%20-%20HVAC%2C%20Plumbing%2C%20%26%20Electrical&query_place_id=ChIJs0F2r4mvToYR5LclsG7cQHg
The Right Choice Air Conditioning And Plumbing,4.8,1141,2290 Springlake Rd #103,Farmers Branch,Texas,US,https://therightchoicetexas.com/,(972) 914-0624,HVAC contractor,https://www.google.com/maps/search/?api=1&query=The%20Right%20Choice%20Air%20Conditioning%20And%20Plumbing&query_place_id=ChIJHRG67MQnTIYRY3QQitvZ7CA
Larry's Heating & Air,4.3,59,14310 FM 2590,Amarillo,Texas,US,https://larrysamarillo.com/?utm_source=google&utm_medium=gmb,(806) 383-1956,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Larry's%20Heating%20%26%20Air&query_place_id=ChIJyWza6aJPAYcRNDMr98oJCW0
Reeder Outdoor Living,3.6,34,11923 Coulter St S,Amarillo,Texas,US,https://reederlandscape.com/,(806) 356-6163,Landscape designer,https://www.google.com/maps/search/?api=1&query=Reeder%20Outdoor%20Living&query_place_id=ChIJ6VL82_ZOAYcRc3RzopvxaMQ
Texan Heating and Air,4.9,374,5608 Malvey Ave Suite 202,Fort Worth,Texas,US,https://www.texanhvac.com/,(817) 734-3073,Air conditioning repair service,https://www.google.com/maps/search/?api=1&query=Texan%20Heating%20and%20Air&query_place_id=ChIJGTvEO_J1ToYRgQopCUGuwu0
Captain Air Heating and Cooling,4.8,88,1202 Co Rd 2306,Canton,Texas,US,https://captainairtexas.com/,(903) 802-4022,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Captain%20Air%20Heating%20and%20Cooling&query_place_id=ChIJpSPBVgcRSYYRw4YCCfb68UI
1st Class Heat & Air,4.7,453,2712 S Rigsbee Dr #5,Plano,Texas,US,https://1stclassairservice.com/?utm_campaign=gmb&utm_medium=organic&utm_source=google,(972) 895-7278,HVAC contractor,https://www.google.com/maps/search/?api=1&query=1st%20Class%20Heat%20%26%20Air&query_place_id=ChIJr-jpTmgZTIYRXeuFBGR31iE
Garland Heating & Air Conditioning,4.7,617,2113 S Garland Ave,Garland,Texas,US,https://www.garlandheatingandair.com/,(972) 278-3500,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Garland%20Heating%20%26%20Air%20Conditioning&query_place_id=ChIJ32KqxFqnToYRupQUcIZaGQI
"Willard Cooling, Heating, Plumbing, & Electrical (Max Air And Plumbing – Max Mechanical)",4.9,3326,2313 Michigan Ct,Arlington,Texas,US,https://willardac.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*144*willard-cooling-arlington,(817) 674-7522,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Willard%20Cooling%2C%20Heating%2C%20Plumbing%2C%20%26%20Electrical%20(Max%20Air%20And%20Plumbing%20%E2%80%93%20Max%20Mechanical)&query_place_id=ChIJH1aL_cd8ToYRY0cbOjgLh_o
"Gary's Heating and Air Conditioning, Inc.",4.9,1799,2505 SW 7th Ave,Amarillo,Texas,US,https://www.garys.com/,(806) 318-1337,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Gary's%20Heating%20and%20Air%20Conditioning%2C%20Inc.&query_place_id=ChIJz3Dw4kdOAYcRD-zE2puFFeQ
Absolute Comfort Heating and Air,4.2,15,3512 McNiel Ave,Wichita Falls,Texas,US,http://www.absolutecomforttxok.com/,(940) 636-5210,Air conditioning repair service,https://www.google.com/maps/search/?api=1&query=Absolute%20Comfort%20Heating%20and%20Air&query_place_id=ChIJ03fGrcEhU4YRrskqNVJEcX8
Kelly's Heating and Air,4.8,194,320 S Charles St #113,Lewisville,Texas,US,https://kellysheatingandair.com/hvac-in-lewisville-tx/,(972) 436-4340,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Kelly's%20Heating%20and%20Air&query_place_id=ChIJz0bSVYwyTIYRTtJCvQddMJE
Ellis Air Conditioning and Heating,4.9,181,536 N Hwy 67,Cedar Hill,Texas,US,https://www.ellisac.com/,(972) 291-9316,Air conditioning contractor,https://www.google.com/maps/search/?api=1&query=Ellis%20Air%20Conditioning%20and%20Heating&query_place_id=ChIJb_EfJeyNToYR9R20ccVix7s
"Patrick heating & air conditioning, inc.",3.7,52,1602 S Monroe St,Amarillo,Texas,US,http://www.patrickcompanies.com/,(806) 374-0407,Air conditioning contractor,https://www.google.com/maps/search/?api=1&query=Patrick%20heating%20%26%20air%20conditioning%2C%20inc.&query_place_id=ChIJMyDoT6pPAYcRlkIK-reoATA
Samm's Heating and Air Conditioning,4.9,1425,250 Chisholm Pl,Plano,Texas,US,https://www.sammsheatingandair.com/,(214) 251-4438,Air conditioning repair service,https://www.google.com/maps/search/?api=1&query=Samm's%20Heating%20and%20Air%20Conditioning&query_place_id=ChIJ__N8dw8ZTIYRRt4hH8JPzY8
Hall's Heating and Air,5,40,6011 SW 45th Ave #4,Amarillo,Texas,US,https://hallheatingandair.net/,(806) 405-8884,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Hall's%20Heating%20and%20Air&query_place_id=ChIJxWaxeX1RAYcRr196Dc34w58
Serveway Heating and Air Conditioning,4.9,365,10120 Cayuga Dr Suite 107,Dallas,Texas,US,https://www.servewayhvac.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(469) 231-9379,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Serveway%20Heating%20and%20Air%20Conditioning&query_place_id=ChIJx4C5x0OhToYRjJs7BQD4Mvc
K&S Heating and Air,4.6,571,1409 S Jupiter Rd,Garland,Texas,US,http://www.kandsac.com/,(972) 942-8078,Air conditioning repair service,https://www.google.com/maps/search/?api=1&query=K%26S%20Heating%20and%20Air&query_place_id=ChIJrRm3caCgToYRc9_oA1xCX58
The Right Choice Heating and Air Inc,4.9,314,2414 W University Dr Suite 122 E,McKinney,Texas,US,https://therightchoicetexas.com/service-areas/ac-repair-mckinney/,(469) 447-9707,HVAC contractor,https://www.google.com/maps/search/?api=1&query=The%20Right%20Choice%20Heating%20and%20Air%20Inc&query_place_id=ChIJq7EeD8UTTIYRkRgQ3M6pGKE
Mid-Cities Air Conditioning and Heating,4.8,649,204 S Main St Ste 240,Keller,Texas,US,https://www.midcitiesac.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(817) 284-3332,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Mid-Cities%20Air%20Conditioning%20and%20Heating&query_place_id=ChIJDWTbYEwrTIYRwARgxxUtArc
J.R.V Heating & Cooling LLC.,4.9,213,720 E Main St A,Allen,Texas,US,http://www.jrvair.com/,(214) 288-5984,Air conditioning contractor,https://www.google.com/maps/search/?api=1&query=J.R.V%20Heating%20%26%20Cooling%20LLC.&query_place_id=ChIJzaCHGvoQTIYR0wg1HPmyFR4
KINGS LAWN SERVICE LLC,4.4,48,6009 Canyon Dr,Amarillo,Texas,US,https://kingslawnamarillo.com/,(806) 567-4028,Landscaper,https://www.google.com/maps/search/?api=1&query=KINGS%20LAWN%20SERVICE%20LLC&query_place_id=ChIJZSIO8JvIB0sRz7QeQQyelOo
"Goode Brothers Heating & Air Conditioning, Inc.",4.9,1803,8812 US-259,Longview,Texas,US,https://www.goodebrothers.com/?utm_source=Google+Business+Listing+&utm_medium=organic+&utm_campaign=website+button,(903) 291-0608,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Goode%20Brothers%20Heating%20%26%20Air%20Conditioning%2C%20Inc.&query_place_id=ChIJkcghcO08NoYRPSDd0gFEupE
"A&R Plumbing, Heating, & Air Conditioning",4.6,127,87 N Fannin St,Amarillo,Texas,US,https://armechanical.com/,(806) 372-1572,Air conditioning contractor,https://www.google.com/maps/search/?api=1&query=A%26R%20Plumbing%2C%20Heating%2C%20%26%20Air%20Conditioning&query_place_id=ChIJU8VehkNOAYcR106FrUTQN10
North Texas HVAC,4.9,315,,,,,http://www.northtxhvac.com/?utm_campaign=gmb,(817) 522-1219,HVAC contractor,https://www.google.com/maps/search/?api=1&query=North%20Texas%20HVAC&query_place_id=ChIJYfydBATbTYYRuo-lJqFe-yY
Boone's Heating and Cooling,4.9,817,3372 Garden Brook Dr,Farmers Branch,Texas,US,https://willardac.com/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*52*boones-heating-cooling-farmers-branch,(972) 646-1824,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Boone's%20Heating%20and%20Cooling&query_place_id=ChIJA9Ndet8nTIYRuxsyKUCKBSs
Air Repair Pros,4.9,4453,1647 Witt Rd #201,Frisco,Texas,US,https://airrepairpros.com/?category=gmb&utm_campaign=gmb,(972) 630-4227,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Air%20Repair%20Pros&query_place_id=ChIJyWxK4007TIYRMjuW9qHGhTI
Amarillo Air Conditioning LLC,5,556,1001 N Forest St Unit E,Amarillo,Texas,US,https://www.amarilloair.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,(806) 515-2919,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Amarillo%20Air%20Conditioning%20LLC&query_place_id=ChIJpWzLhkVOAYcRunj3WNOo5jM
Chill Out Heat Air & Refrigeration,4.6,41,5206 Tradewind St,Amarillo,Texas,US,http://chilloutheatair.com/,(806) 517-2094,Air conditioning contractor,https://www.google.com/maps/search/?api=1&query=Chill%20Out%20Heat%20Air%20%26%20Refrigeration&query_place_id=ChIJx539QX5FAYcRayne2ieVrxo
NewRise Heating & Cooling,4.9,347,1003 Enterprise Pl #101,Arlington,Texas,US,https://newrisehvac.com/,(469) 579-9110,Air conditioning repair service,https://www.google.com/maps/search/?api=1&query=NewRise%20Heating%20%26%20Cooling&query_place_id=ChIJAQAEC3piToYRZFJoTY7IHJs
Bill Joplin's Air Conditioning & Heating,4.9,3452,301 E Midway St,McKinney,Texas,US,https://joplins.net/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(469) 846-8339,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Bill%20Joplin's%20Air%20Conditioning%20%26%20Heating&query_place_id=ChIJ41cSPE4STIYRG80tt1EuEOY
Sutton Heating and Air,4.9,115,508 Crockett St,Amarillo,Texas,US,https://www.suttonheatingandair.com/,(806) 331-2584,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Sutton%20Heating%20and%20Air&query_place_id=ChIJA53JiU9OAYcRnzIaIlFD97o
A/C Contractors,4.9,1238,3830 Gilmer Rd,Longview,Texas,US,https://www.accontractors.com/,(903) 759-4250,HVAC contractor,https://www.google.com/maps/search/?api=1&query=A%2FC%20Contractors&query_place_id=ChIJtRdu1rw-NoYR7fQYYlurwWI
Collin Air Conditioning,4.9,411,6905 K Ave #201,Plano,Texas,US,https://collinair.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,(972) 424-4905,Air conditioning repair service,https://www.google.com/maps/search/?api=1&query=Collin%20Air%20Conditioning&query_place_id=ChIJeXiETN0ZTIYRz62ClnBNy3A
"AryCo HVAC, Electric, & Plumbing",4.9,1298,1721 N Business 287,Decatur,Texas,US,https://www.aryco.com/,(940) 627-5882,HVAC contractor,https://www.google.com/maps/search/?api=1&query=AryCo%20HVAC%2C%20Electric%2C%20%26%20Plumbing&query_place_id=ChIJy3SUYuySTYYRQfo0TOEmVjk
Crow's Heat & Air- McKinney,4.9,379,1132 Westmoreland Dr,McKinney,Texas,US,http://crowsheatandair.com/,(972) 548-1323,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Crow's%20Heat%20%26%20Air-%20McKinney&query_place_id=ChIJzXUBqyYSTIYRc9DJAQVGZOI
Dallas Heating and Air Conditioning,4.8,205,5050 Quorum Dr Ste 700,Dallas,Texas,US,https://www.dallasheatingac.com/?utm_source=GMB&utm_medium=Website&utm_campaign=Addison,(214) 831-8061,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Dallas%20Heating%20and%20Air%20Conditioning&query_place_id=ChIJd7VVVu8hTIYRzxc4WSeppGM
Service Experts Fort Worth,4.8,4946,2725 Basswood Blvd Suite #241,Fort Worth,Texas,US,https://www.serviceexperts.com/fort-worth-tx/,(817) 241-5893,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Service%20Experts%20Fort%20Worth&query_place_id=ChIJFYtJpRN5ToYRBZxn9XqNk6w
Hardwick Heating and Air,5,58,5000 S Western St,Amarillo,Texas,US,http://hardwickheatingair.com/,(806) 471-0103,HVAC contractor,https://www.google.com/maps/search/?api=1&query=Hardwick%20Heating%20and%20Air&query_place_id=ChIJXSYrTGg6zkwRQuBc11jazMY
Bennett Heating and Air Conditioning,5,19,600 S Broadway St,Plainview,Texas,US,http://bennettheatandair.com/contact-us/,(806) 293-7285,Air conditioning contractor,https://www.google.com/maps/search/?api=1&query=Bennett%20Heating%20and%20Air%20Conditioning&query_place_id=ChIJNXg5zn7CAYcRM9Ppw1zKrj4
James Lane Air Conditioning & Plumbing - A Fidelity Company,4.8,389,5024 Old Jacksboro Hwy,Wichita Falls,Texas,US,http://www.jameslane.com/,(940) 766-0244,HVAC contractor,https://www.google.com/maps/search/?api=1&query=James%20Lane%20Air%20Conditioning%20%26%20Plumbing%20-%20A%20Fidelity%20Company&query_place_id=ChIJy32m5_kfU4YRIe00YVttY8Y